lead_day,domain,threshold,model,categorical_forecast_source,categorical_event_rule,probabilistic_score_source,bss_reference,n_init,n_samples,n_events,base_rate,H,M,F,CN,POD,FAR,CSI,brier_score,bs_climatology,brier_skill_score,sum_squared_error,sum_clim_squared_error
Day4,CONUS,5yr24h_ari,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,35,465535,324,0.000695973449901726,0,324,0,465211,0.0,,0.0,0.0007006495408655214,0.0006979159933974454,-0.003916728508783995,326.1768840068305,324.90432198627974
Day4,CONUS,5yr24h_ari,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,35,465535,324,0.000695973449901726,0,324,0,465211,0.0,,0.0,0.0007136340852043753,0.0006979159933974454,-0.0225214667031981,332.2216438556189,324.90432198627974
Day5,CONUS,5yr24h_ari,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,34,452234,303,0.0006700071202076801,0,303,0,451931,0.0,,0.0,0.0006797740019438883,0.0006720280225520083,-0.011526274399190628,307.4169159950924,303.91392075078494
Day5,CONUS,5yr24h_ari,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,34,452234,303,0.0006700071202076801,0,303,0,451931,0.0,,0.0,0.0006836565503119612,0.0006720280225520083,-0.017303635220141445,309.17273637377946,303.91392075078494
Day6,CONUS,5yr24h_ari,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,27,359127,261,0.0007267623988171315,0,261,0,358866,0.0,,0.0,0.0007358362251275904,0.0007286893816846728,-0.009807805112234114,264.2586560213962,261.6920315762715
Day6,CONUS,5yr24h_ari,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,27,359127,261,0.0007267623988171315,0,261,0,358866,0.0,,0.0,0.0007368110462409534,0.0007286893816846728,-0.011145578294971203,264.6087406033749,261.6920315762715
Day7,CONUS,5yr24h_ari,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,27,359127,277,0.0007713148830358063,0,277,0,358850,0.0,,0.0,0.0007789884583226963,0.0007731130413954257,-0.007599686737486344,279.75578807205494,277.64576721721505
Day7,CONUS,5yr24h_ari,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,27,359127,277,0.0007713148830358063,0,277,0,358850,0.0,,0.0,0.0007814620467307144,0.0007731130413954257,-0.010799203852801753,280.64412045626125,277.64576721721505
Day1,Texas,0p5inch,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,38,69464,5952,0.08568467119659104,2539,3413,3177,60335,0.4265793010752688,0.5558082575227432,0.2781246576843028,0.06252579194133438,0.0772215888555575,0.19030684465339753,4343.291611412852,5364.120448262445
Day1,Texas,0p5inch,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,38,69464,5952,0.08568467119659104,1853,4099,2208,61304,0.3113239247311828,0.5437084461955184,0.22708333333333333,0.06642845302462026,0.0772215888555575,0.1397683729497683,4614.386060902222,5364.120448262445
Day2,Texas,0p5inch,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,37,67636,5969,0.08825181855816429,1829,4140,2185,59482,0.30641648517339587,0.544344793223717,0.22430708854549913,0.06650335810828627,0.07924934119748611,0.1608339311924042,4498.02112901205,5360.10844123317
Day2,Texas,0p5inch,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,37,67636,5969,0.08825181855816429,1262,4707,1076,60591,0.21142569944714357,0.4602224123182207,0.17913413768630235,0.06830326491407011,0.07924934119748611,0.13812198458708724,4619.759625728047,5360.10844123317
