lead_day,domain,threshold,model,categorical_forecast_source,categorical_event_rule,probabilistic_score_source,bss_reference,n_init,n_samples,n_events,base_rate,H,M,F,CN,POD,FAR,CSI,brier_score,bs_climatology,brier_skill_score,sum_squared_error,sum_clim_squared_error
Day3,Texas,0p5inch,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,36,65808,5701,0.08663080476537807,1203,4498,1934,58173,0.2110156112962638,0.6165125916480714,0.1575638506876228,0.07079782581645479,0.07800667247983568,0.09241320561704958,4659.063321329257,5133.463102553027
Day3,Texas,0p5inch,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,36,65808,5701,0.08663080476537807,830,4871,1129,58978,0.14558849324679882,0.5763144461459928,0.12152269399707175,0.07179611276316399,0.07800667247983568,0.07961574977162489,4724.758588718296,5133.463102553027
Day4,Texas,0p5inch,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,35,63980,5134,0.08024382619568615,1084,4050,1482,57364,0.2111414102064667,0.5775526110678099,0.16384522370012092,0.06509448200092541,0.07234354464471252,0.10020331018321105,4164.744958419207,4628.539986368707
Day4,Texas,0p5inch,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,35,63980,5134,0.08024382619568615,676,4458,1031,57815,0.13167121153097,0.60398359695372,0.10965125709651258,0.06531650598796193,0.07234354464471252,0.09713428739580265,4178.950053109805,4628.539986368707
Day5,Texas,0p5inch,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,34,62152,4506,0.07249967820826361,423,4083,1286,56360,0.09387483355525965,0.7524868344060854,0.0730317679558011,0.06168417523449545,0.06620069764934025,0.06822469513491314,3833.794859174361,4114.505760301795
Day5,Texas,0p5inch,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,34,62152,4506,0.07249967820826361,383,4123,1027,56619,0.08499778073679538,0.7283687943262411,0.06922103741189228,0.06403432882528193,0.06620069764934025,0.03272425972809845,3979.861605148922,4114.505760301795
Day6,Texas,0p5inch,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,27,49356,3116,0.06313315503687494,417,2699,652,45588,0.13382541720154043,0.6099158091674463,0.1106687898089172,0.05385482828212513,0.05810522962414281,0.07315006531273793,2658.058904692568,2867.8417133291923
Day6,Texas,0p5inch,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,27,49356,3116,0.06313315503687494,281,2835,394,45846,0.09017971758664955,0.5837037037037037,0.08005698005698006,0.05529513583255251,0.05810522962414281,0.04836214932403782,2729.1467241514615,2867.8417133291923
Day7,Texas,0p5inch,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,27,49356,3041,0.06161358294837507,232,2809,386,45929,0.076290693850707,0.6245954692556634,0.06769769477677269,0.05182708459879589,0.05645757442923754,0.08201715849917324,2557.97758745817,2786.520043529448
Day7,Texas,0p5inch,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,27,49356,3041,0.06161358294837507,158,2883,270,46045,0.05195659322591253,0.6308411214953271,0.04771972213832679,0.05261086414296845,0.05645757442923754,0.06813452978024148,2596.6618106403507,2786.520043529448
Day1,Texas,1inch,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,38,69464,2893,0.04164747207186456,528,2365,707,65864,0.18250950570342206,0.5724696356275304,0.14666666666666667,0.03349034477141535,0.03958988717517475,0.15406819364679025,2326.3733092015955,2750.071922736339
Day1,Texas,1inch,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,38,69464,2893,0.04164747207186456,328,2565,333,66238,0.11337711717939855,0.5037821482602118,0.10167389956602604,0.03523050532510592,0.03958988717517475,0.11011352042453981,2447.2518219031576,2750.071922736339
Day2,Texas,1inch,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,37,67636,3011,0.04451771246081968,163,2848,130,64495,0.054134838923945536,0.44368600682593856,0.0518943011779688,0.0374500423494398,0.04217185469664747,0.1119659635833622,2532.97106434671,2852.3355642624483
Day2,Texas,1inch,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,37,67636,3011,0.04451771246081968,84,2927,99,64526,0.027897708402524077,0.5409836065573771,0.027009646302250803,0.03964328487110448,0.04217185469664747,0.059958705722848005,2681.3132155420226,2852.3355642624483
Day3,Texas,1inch,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,36,65808,2818,0.042821541453926575,75,2743,287,62703,0.026614620298083747,0.7928176795580111,0.024154589371980676,0.03835725194762575,0.04063807314699261,0.05612522993196223,2524.2140361693555,2674.3103176572895
Day3,Texas,1inch,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,36,65808,2818,0.042821541453926575,35,2783,235,62755,0.01242015613910575,0.8703703703703703,0.011464133639043564,0.039884039435692964,0.04063807314699261,0.018554858852983025,2624.6888671840825,2674.3103176572895
Day4,Texas,1inch,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,35,63980,2616,0.04088777743044701,0,2616,148,61216,0.0,1.0,0.0,0.03617755785380667,0.038745207943741984,0.06627013316494623,2314.6401514865506,2478.9184042406123
Day4,Texas,1inch,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,35,63980,2616,0.04088777743044701,1,2615,151,61213,0.00038226299694189603,0.993421052631579,0.0003614022406938923,0.037457562685835034,0.038745207943741984,0.03323366491610036,2396.5348606397256,2478.9184042406123
Day5,Texas,1inch,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,34,62152,2206,0.035493628523619515,0,2206,88,59858,0.0,1.0,0.0,0.03272508522752994,0.03390583376904451,0.03482434761986519,2033.9294970614408,2107.3153804136546
Day5,Texas,1inch,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,34,62152,2206,0.035493628523619515,1,2205,92,59854,0.00045330915684496827,0.989247311827957,0.0004351610095735422,0.03406292774118071,0.03390583376904451,-0.004633243152381006,2117.0790849698633,2107.3153804136546
Day6,Texas,1inch,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,27,49356,1556,0.031526055596077476,0,1556,0,47800,0.0,,0.0,0.028546990880162135,0.030145654008985195,0.053031296927463,1408.9652818812824,1487.8688992674734
Day6,Texas,1inch,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,27,49356,1556,0.031526055596077476,0,1556,13,47787,0.0,1.0,0.0,0.02917441369512112,0.030145654008985195,0.032218253204080005,1439.932362336398,1487.8688992674734
Day7,Texas,1inch,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,27,49356,1508,0.030553529459437557,0,1508,0,47848,0.0,,0.0,0.02761093500396177,0.029124149695804173,0.05195738614337664,1362.7653080555372,1437.4515323861108
Day7,Texas,1inch,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,27,49356,1508,0.030553529459437557,0,1508,0,47848,0.0,,0.0,0.028184325244702775,0.029124149695804173,0.03226959279215613,1391.0655567775502,1437.4515323861108
Day1,Texas,2inch,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,38,69464,792,0.011401589312449615,15,777,14,68658,0.01893939393939394,0.4827586206896552,0.018610421836228287,0.010390475687554699,0.011272878612791781,0.07827662796224777,721.7640031602996,783.0592399589683
Day1,Texas,2inch,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,38,69464,792,0.011401589312449615,18,774,18,68654,0.022727272727272728,0.5,0.022222222222222223,0.010925624284226675,0.011272878612791781,0.0308044059102226,758.9375652795218,783.0592399589683
Day2,Texas,2inch,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,37,67636,864,0.012774262227216275,0,864,32,66740,0.0,1.0,0.0,0.012091711586781496,0.01261447733865597,0.041441729041955866,817.8350048835533,853.1927892773352
Day2,Texas,2inch,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,37,67636,864,0.012774262227216275,0,864,46,66726,0.0,1.0,0.0,0.012774000696059261,0.01261447733865597,-0.01264605366680116,863.9823110786642,853.1927892773352
Day3,Texas,2inch,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,36,65808,817,0.012414903963044007,0,817,0,64991,0.0,,0.0,0.012168575545251959,0.012259801321070369,0.0074410484663910426,800.7896194819409,806.7930053369988
Day3,Texas,2inch,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,36,65808,817,0.012414903963044007,0,817,6,64985,0.0,1.0,0.0,0.012480778446098057,0.012259801321070369,-0.018024527416109493,821.335067980821,806.7930053369988
Day4,Texas,2inch,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,35,63980,744,0.011628633948108784,0,744,0,63236,0.0,,0.0,0.011501516076529248,0.011483517405885428,-0.001567348226824361,735.8669985763413,734.7154436285497
Day4,Texas,2inch,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,35,63980,744,0.011628633948108784,0,744,0,63236,0.0,,0.0,0.01151935487373213,0.011483517405885428,-0.00312077446134551,737.0083248213817,734.7154436285497
Day5,Texas,2inch,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,34,62152,621,0.009991633414853906,0,621,0,61531,0.0,,0.0,0.010746891400247946,0.009887481832893726,-0.08691895286170137,667.9407943082103,614.5267708780109
Day5,Texas,2inch,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,34,62152,621,0.009991633414853906,0,621,0,61531,0.0,,0.0,0.010061081495770712,0.009887481832893726,-0.01755752028787083,625.3163371251413,614.5267708780109
Day6,Texas,2inch,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,27,49356,407,0.00824621120025934,0,407,0,48949,0.0,,0.0,0.00820499092925021,0.008168519656917516,-0.004464857019938595,404.96553230407335,403.16545618682096
Day6,Texas,2inch,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,27,49356,407,0.00824621120025934,0,407,0,48949,0.0,,0.0,0.008049947631479008,0.008168519656917516,0.014515729950909217,397.3132152992779,403.16545618682096
Day7,Texas,2inch,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,27,49356,387,0.007840991976659373,0,387,0,48969,0.0,,0.0,0.007650578916867332,0.007770840733739164,0.015476036762622547,377.60197302090404,383.5376152544302
Day7,Texas,2inch,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,27,49356,387,0.007840991976659373,0,387,0,48969,0.0,,0.0,0.007749364364117735,0.007770840733739164,0.0027637124935766533,382.4776275553949,383.5376152544302
Day1,Texas,2yr24h_ari,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,38,69464,111,0.0015979500172751354,0,111,0,69353,0.0,,0.0,0.0018228945698611056,0.0016047040563334169,-0.13596931637739584,126.62554840083185,111.46916256914447
Day1,Texas,2yr24h_ari,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,38,69464,111,0.0015979500172751354,0,111,0,69353,0.0,,0.0,0.001633827531896847,0.0016047040563334169,-0.018148814074773423,113.49219567568258,111.46916256914447
Day2,Texas,2yr24h_ari,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,37,67636,114,0.001685492932757703,0,114,0,67522,0.0,,0.0,0.0017066967298083183,0.0016921091711705131,-0.008620932317100038,115.43414001731541,114.44749590128882
Day2,Texas,2yr24h_ari,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,37,67636,114,0.001685492932757703,0,114,0,67522,0.0,,0.0,0.001747448498433752,0.0016921091711705131,-0.03270434804449285,118.19042664006524,114.44749590128882
Day3,Texas,2yr24h_ari,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,36,65808,114,0.0017323121808898614,0,114,0,65694,0.0,,0.0,0.0017493820204385435,0.0017387829630657848,-0.006095675882440643,115.12333200101968,114.42582923343316
Day3,Texas,2yr24h_ari,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,36,65808,114,0.0017323121808898614,0,114,0,65694,0.0,,0.0,0.0017453099769486333,0.0017387829630657848,-0.0037537829743512496,114.85535896303566,114.42582923343316
Day4,Texas,2yr24h_ari,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,35,63980,94,0.0014692091278524539,0,94,0,63886,0.0,,0.0,0.0014794951546248214,0.0014763944689352658,-0.0021001742791624256,94.65809999289607,94.45971812247831
Day4,Texas,2yr24h_ari,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,35,63980,94,0.0014692091278524539,0,94,0,63886,0.0,,0.0,0.0014998508566847176,0.0014763944689352658,-0.01588761556819418,95.96045781068823,94.45971812247831
Day5,Texas,2yr24h_ari,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,34,62152,84,0.00135152529283048,0,84,0,62068,0.0,,0.0,0.0013827881317603518,0.0013592884525058452,-0.017288221062413234,85.94304796516938,84.48249590014329
Day5,Texas,2yr24h_ari,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,34,62152,84,0.00135152529283048,0,84,0,62068,0.0,,0.0,0.001381343765960031,0.0013592884525058452,-0.016225631442337907,85.85327774194785,84.48249590014329
Day6,Texas,2yr24h_ari,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,27,49356,49,0.0009927870978199205,0,49,0,49307,0.0,,0.0,0.0010321889938776573,0.0010011365754436963,-0.031017165085791554,50.944719981825656,49.41209681759908
Day6,Texas,2yr24h_ari,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,27,49356,49,0.0009927870978199205,0,49,0,49307,0.0,,0.0,0.0010172225322684146,0.0010011365754436963,-0.016067694677511124,50.206035302639876,49.41209681759908
Day7,Texas,2yr24h_ari,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,27,49356,50,0.001013048058999919,0,50,0,49306,0.0,,0.0,0.0010487644864266765,0.0010213076360874429,-0.026884015519965,51.762819992075045,50.407659686731826
Day7,Texas,2yr24h_ari,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,27,49356,50,0.001013048058999919,0,50,0,49306,0.0,,0.0,0.0010424802131519695,0.0010213076360874429,-0.020730851622374313,51.45265340032861,50.407659686731826
Day1,Texas,5yr24h_ari,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,38,69464,45,0.0006478175745710008,0,45,0,69419,0.0,,0.0,0.0009450405474720855,0.0006500231230651989,-0.45385681514793697,65.64629658960095,45.15320622060098
Day1,Texas,5yr24h_ari,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,38,69464,45,0.0006478175745710008,0,45,0,69419,0.0,,0.0,0.0006627827671167028,0.0006500231230651989,-0.01962952331808676,46.03954213499465,45.15320622060098
Day2,Texas,5yr24h_ari,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,37,67636,46,0.0006801111833934591,0,46,0,67590,0.0,,0.0,0.001318458183201413,0.000682293745942654,-0.9323908375854113,89.17523767901078,46.14761980057735
Day2,Texas,5yr24h_ari,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,37,67636,46,0.0006801111833934591,0,46,0,67590,0.0,,0.0,0.0006974808955377368,0.000682293745942654,-0.02225896058024146,47.17481785059037,46.14761980057735
Day3,Texas,5yr24h_ari,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,36,65808,45,0.0006838074398249453,0,45,0,65763,0.0,,0.0,0.0006906960247550786,0.0006857968980849374,-0.007143699080328192,45.453323997082215,45.13092226917356
Day3,Texas,5yr24h_ari,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,36,65808,45,0.0006838074398249453,0,45,0,65763,0.0,,0.0,0.0006883930368539258,0.0006857968980849374,-0.0037855796318677637,45.301768969283145,45.13092226917356
Day4,Texas,5yr24h_ari,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,35,63980,38,0.000593935604876524,0,38,0,63942,0.0,,0.0,0.0005992583933513037,0.0005960682550879978,-0.005351968060830492,38.340552006616406,38.136446960530094
Day4,Texas,5yr24h_ari,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,35,63980,38,0.000593935604876524,0,38,0,63942,0.0,,0.0,0.0006074674084639596,0.0005960682550879978,-0.019123906161181203,38.865764793524136,38.136446960530094
Day5,Texas,5yr24h_ari,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,34,62152,35,0.0005631355386793667,0,35,0,62117,0.0,,0.0,0.0005741868967326815,0.0005654198038982916,-0.015505457668700373,35.68686400572962,35.14197165188662
Day5,Texas,5yr24h_ari,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,34,62152,35,0.0005631355386793667,0,35,0,62117,0.0,,0.0,0.00057436978645494,0.0005654198038982916,-0.01582891595756397,35.698230967747435,35.14197165188662
Day6,Texas,5yr24h_ari,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,27,49356,19,0.0003849582624199692,0,19,0,49337,0.0,,0.0,0.0003979910041971261,0.0003875219677005096,-0.027015336856225147,19.643244003153356,19.126534237826352
Day6,Texas,5yr24h_ari,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,27,49356,19,0.0003849582624199692,0,19,0,49337,0.0,,0.0,0.0003959426121683124,0.0003875219677005096,-0.02172946353923999,19.542143566179227,19.126534237826352
Day7,Texas,5yr24h_ari,ANN-CSGD,distributional_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,27,49356,21,0.00042548018477996596,0,21,0,49335,0.0,,0.0,0.00043870070526792163,0.00042803839443256305,-0.024909706638567508,21.65251200920354,21.126262995613583
Day7,Texas,5yr24h_ari,raw_GEFS,ensemble_mean,mean_precipitation_ge_threshold,exceedance_probability,historical_mrms_event_frequency_climatology_2020_2025_monthly_24h_12z12z,27,49356,21,0.00042548018477996596,0,21,0,49335,0.0,,0.0,0.0004361272032878091,0.00042803839443256305,-0.01889739088935949,21.525494245473105,21.126262995613583
